Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,3,4,34.09999847,131.1699982,Advance shipping,0,29,Shop By Sport,Sandusky,EE. UU.,XXXXXXXXX,Mary,3190,Leonard,XXXXXXXXX,Corporate,OH,2136 Silver Canyon,44870,5,Golf,41.43588638,-82.74632263,LATAM,Buenos Aires,Argentina,3190,1/4/15 1:55,212,627,28.79000092,0.180000007,516,39.99000168,0.25999999,4,159.9600067,131.1699982,34.09999847,South America,Buenos Aires,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/7/15 1:55,Standard Class
CASH,4,4,141.1100006,293.980011,Shipping on time,0,43,Camping & Hiking,San Jose,EE. UU.,XXXXXXXXX,Mary,11715,Smith,XXXXXXXXX,Consumer,CA,9761 Quaking Acres,95116,7,Fan Shop,37.36024094,-121.8450699,LATAM,Buenos Aires,Argentina,11715,1/4/15 2:16,213,957,6,0.02,517,299.980011,0.479999989,1,299.980011,293.980011,141.1100006,South America,Buenos Aires,CLOSED,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/8/15 2:16,Standard Class
CASH,4,4,26.25,75,Shipping on time,0,24,Women's Apparel,San Jose,EE. UU.,XXXXXXXXX,Mary,11715,Smith,XXXXXXXXX,Consumer,CA,9761 Quaking Acres,95116,5,Golf,37.36024094,-121.8450699,LATAM,Buenos Aires,Argentina,11715,1/4/15 2:16,213,502,25,0.25,519,50,0.349999994,2,100,75,26.25,South America,Buenos Aires,CLOSED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,1/8/15 2:16,Standard Class
CASH,4,4,123.4599991,293.9500122,Shipping on time,0,17,Cleats,San Jose,EE. UU.,XXXXXXXXX,Mary,11715,Smith,XXXXXXXXX,Consumer,CA,9761 Quaking Acres,95116,4,Apparel,37.36024094,-121.8450699,LATAM,Buenos Aires,Argentina,11715,1/4/15 2:16,213,365,6,0.02,518,59.99000168,0.419999987,5,299.9500122,293.9500122,123.4599991,South America,Buenos Aires,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/8/15 2:16,Standard Class
DEBIT,5,4,18.59000015,132.7700043,Late delivery,1,29,Shop By Sport,Brooklyn,EE. UU.,XXXXXXXXX,Mary,3925,Hicks,XXXXXXXXX,Home Office,NY,8617 Cinder Mountain Forest,11219,5,Golf,40.63466263,-73.99480438,LATAM,Santo Domingo,República Dominicana,3925,1/4/15 2:37,214,627,27.19000053,0.170000002,520,39.99000168,0.140000001,4,159.9600067,132.7700043,18.59000015,Caribbean,Santo Domingo,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/9/15 2:37,Standard Class
DEBIT,5,4,44.08000183,209.9199982,Late delivery,1,46,Indoor/Outdoor Games,Brooklyn,EE. UU.,XXXXXXXXX,Mary,3925,Hicks,XXXXXXXXX,Home Office,NY,8617 Cinder Mountain Forest,11219,7,Fan Shop,40.63466263,-73.99480438,LATAM,Santo Domingo,República Dominicana,3925,1/4/15 2:37,214,1014,39.97999954,0.159999996,521,49.97999954,0.209999993,5,249.8999939,209.9199982,44.08000183,Caribbean,Santo Domingo,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/9/15 2:37,Standard Class
DEBIT,5,4,-27.05999947,165.9799957,Late delivery,1,9,Cardio Equipment,Brooklyn,EE. UU.,XXXXXXXXX,Mary,3925,Hicks,XXXXXXXXX,Home Office,NY,8617 Cinder Mountain Forest,11219,3,Footwear,40.63466263,-73.99480438,LATAM,Santo Domingo,República Dominicana,3925,1/4/15 2:37,214,191,34,0.170000002,522,99.98999786,-0.159999996,2,199.9799957,165.9799957,-27.05999947,Caribbean,Santo Domingo,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/9/15 2:37,Standard Class
DEBIT,5,4,6,59.99000168,Late delivery,1,29,Shop By Sport,Brooklyn,EE. UU.,XXXXXXXXX,Mary,3925,Hicks,XXXXXXXXX,Home Office,NY,8617 Cinder Mountain Forest,11219,5,Golf,40.63466263,-73.99480438,LATAM,Santo Domingo,República Dominicana,3925,1/4/15 2:37,214,627,20,0.25,523,39.99000168,0.100000001,2,79.98000336,59.99000168,6,Caribbean,Santo Domingo,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/9/15 2:37,Standard Class
CASH,6,4,-60.18000031,163.9900055,Late delivery,1,48,Water Sports,Hempstead,EE. UU.,XXXXXXXXX,Megan,5925,Bennett,XXXXXXXXX,Consumer,NY,4411 Cinder Front,11550,7,Fan Shop,40.70431137,-73.63838196,LATAM,Osasco,Brasil,5925,1/4/15 2:58,215,1073,36,0.180000007,524,199.9900055,-0.370000005,1,199.9900055,163.9900055,-60.18000031,South America,São Paulo,CLOSED,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/10/15 2:58,Standard Class
TRANSFER,2,4,41.5699997,118.7699966,Advance shipping,0,29,Shop By Sport,Hanford,EE. UU.,XXXXXXXXX,Jennifer,7282,Clark,XXXXXXXXX,Corporate,CA,5964 Little Prairie Lookout,93230,5,Golf,36.33087921,-119.6439438,LATAM,Santo Domingo,República Dominicana,7282,1/4/15 3:19,216,627,1.200000048,0.01,525,39.99000168,0.349999994,3,119.9700012,118.7699966,41.5699997,Caribbean,Santo Domingo,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/6/15 3:19,Standard Class
TRANSFER,2,4,108.8899994,299.980011,Advance shipping,0,43,Camping & Hiking,Hanford,EE. UU.,XXXXXXXXX,Jennifer,7282,Clark,XXXXXXXXX,Corporate,CA,5964 Little Prairie Lookout,93230,7,Fan Shop,36.33087921,-119.6439438,LATAM,Santo Domingo,República Dominicana,7282,1/4/15 3:19,216,957,0,0,527,299.980011,0.360000014,1,299.980011,299.980011,108.8899994,Caribbean,Santo Domingo,PENDING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/6/15 3:19,Standard Class
TRANSFER,2,4,32.95999908,296.980011,Advance shipping,0,43,Camping & Hiking,Hanford,EE. UU.,XXXXXXXXX,Jennifer,7282,Clark,XXXXXXXXX,Corporate,CA,5964 Little Prairie Lookout,93230,7,Fan Shop,36.33087921,-119.6439438,LATAM,Santo Domingo,República Dominicana,7282,1/4/15 3:19,216,957,3,0.01,526,299.980011,0.109999999,1,299.980011,296.980011,32.95999908,Caribbean,Santo Domingo,PENDING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/6/15 3:19,Standard Class
TRANSFER,2,4,7.78000021,62.22999954,Advance shipping,0,35,Golf Gloves,Hanford,EE. UU.,XXXXXXXXX,Jennifer,7282,Clark,XXXXXXXXX,Corporate,CA,5964 Little Prairie Lookout,93230,6,Outdoors,36.33087921,-119.6439438,LATAM,Santo Domingo,República Dominicana,7282,1/4/15 3:19,216,778,12.73999977,0.170000002,528,24.98999977,0.129999995,3,74.97000122,62.22999954,7.78000021,Caribbean,Santo Domingo,PENDING,,778,35,,http://images.acmesports.sports/Bag+Boy+Beverage+Holder,Bag Boy Beverage Holder,24.98999977,0,1/6/15 3:19,Standard Class
TRANSFER,5,4,5.210000038,83.97000122,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Larry,10655,Bass,XXXXXXXXX,Home Office,PR,186 Iron Pond Byway,725,7,Fan Shop,18.26384163,-66.37052918,LATAM,Santo Domingo,República Dominicana,10655,1/4/15 4:22,219,1014,15.98999977,0.159999996,530,49.97999954,0.059999999,2,99.95999908,83.97000122,5.210000038,Caribbean,Santo Domingo,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/9/15 4:22,Standard Class
TRANSFER,5,4,20.5,205,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Larry,10655,Bass,XXXXXXXXX,Home Office,PR,186 Iron Pond Byway,725,5,Golf,18.26384163,-66.37052918,LATAM,Santo Domingo,República Dominicana,10655,1/4/15 4:22,219,502,45,0.180000007,529,50,0.100000001,5,250,205,20.5,Caribbean,Santo Domingo,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,1/9/15 4:22,Standard Class
DEBIT,6,4,194.0299988,395.980011,Late delivery,1,45,Fishing,Marrero,EE. UU.,XXXXXXXXX,Catherine,1383,Smith,XXXXXXXXX,Corporate,LA,762 Misty Farm,70072,7,Fan Shop,29.89742088,-90.10965729,LATAM,Santo Domingo,República Dominicana,1383,1/4/15 4:43,220,1004,4,0.01,532,399.980011,0.49000001,1,399.980011,395.980011,194.0299988,Caribbean,Santo Domingo,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/10/15 4:43,Standard Class
DEBIT,6,4,15.68000031,31.98999977,Late delivery,1,37,Electronics,Marrero,EE. UU.,XXXXXXXXX,Catherine,1383,Smith,XXXXXXXXX,Corporate,LA,762 Misty Farm,70072,6,Outdoors,29.89742088,-90.10965729,LATAM,Santo Domingo,República Dominicana,1383,1/4/15 4:43,220,828,0,0,534,31.98999977,0.49000001,1,31.98999977,31.98999977,15.68000031,Caribbean,Santo Domingo,COMPLETE,,828,37,,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+San+Diego+Chargers...,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,0,1/10/15 4:43,Standard Class
DEBIT,6,4,34.49000168,391.980011,Late delivery,1,45,Fishing,Marrero,EE. UU.,XXXXXXXXX,Catherine,1383,Smith,XXXXXXXXX,Corporate,LA,762 Misty Farm,70072,7,Fan Shop,29.89742088,-90.10965729,LATAM,Santo Domingo,República Dominicana,1383,1/4/15 4:43,220,1004,8,0.02,531,399.980011,0.090000004,1,399.980011,391.980011,34.49000168,Caribbean,Santo Domingo,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/10/15 4:43,Standard Class
DEBIT,6,4,19.20000076,80,Late delivery,1,24,Women's Apparel,Marrero,EE. UU.,XXXXXXXXX,Catherine,1383,Smith,XXXXXXXXX,Corporate,LA,762 Misty Farm,70072,5,Golf,29.89742088,-90.10965729,LATAM,Santo Domingo,República Dominicana,1383,1/4/15 4:43,220,502,20,0.200000003,533,50,0.239999995,2,100,80,19.20000076,Caribbean,Santo Domingo,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,1/10/15 4:43,Standard Class
CASH,2,4,16.88999939,191.9499969,Advance shipping,0,29,Shop By Sport,Clarksville,EE. UU.,XXXXXXXXX,Mary,11871,Hall,XXXXXXXXX,Corporate,TN,595 Jagged Villas,37042,5,Golf,36.54824066,-87.37922669,LATAM,Toluca,México,11871,1/4/15 5:04,221,627,8,0.039999999,537,39.99000168,0.090000004,5,199.9499969,191.9499969,16.88999939,Central America,México,CLOSED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/6/15 5:04,Standard Class
CASH,2,4,30,399.980011,Advance shipping,0,45,Fishing,Clarksville,EE. UU.,XXXXXXXXX,Mary,11871,Hall,XXXXXXXXX,Corporate,TN,595 Jagged Villas,37042,7,Fan Shop,36.54824066,-87.37922669,LATAM,Toluca,México,11871,1/4/15 5:04,221,1004,0,0,538,399.980011,0.079999998,1,399.980011,399.980011,30,Central America,México,CLOSED,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/6/15 5:04,Standard Class
CASH,2,4,40.86000061,120.8899994,Advance shipping,0,18,Men's Footwear,Clarksville,EE. UU.,XXXXXXXXX,Mary,11871,Hall,XXXXXXXXX,Corporate,TN,595 Jagged Villas,37042,4,Apparel,36.54824066,-87.37922669,LATAM,Toluca,México,11871,1/4/15 5:04,221,403,9.100000381,0.07,536,129.9900055,0.340000004,1,129.9900055,120.8899994,40.86000061,Central America,México,CLOSED,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/6/15 5:04,Standard Class
CASH,2,4,41.52000046,122.8399963,Advance shipping,0,18,Men's Footwear,Clarksville,EE. UU.,XXXXXXXXX,Mary,11871,Hall,XXXXXXXXX,Corporate,TN,595 Jagged Villas,37042,4,Apparel,36.54824066,-87.37922669,LATAM,Toluca,México,11871,1/4/15 5:04,221,403,7.150000095,0.059999999,539,129.9900055,0.340000004,1,129.9900055,122.8399963,41.52000046,Central America,México,CLOSED,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/6/15 5:04,Standard Class
CASH,2,4,-2.470000029,190,Advance shipping,0,24,Women's Apparel,Clarksville,EE. UU.,XXXXXXXXX,Mary,11871,Hall,XXXXXXXXX,Corporate,TN,595 Jagged Villas,37042,5,Golf,36.54824066,-87.37922669,LATAM,Toluca,México,11871,1/4/15 5:04,221,502,10,0.050000001,535,50,-0.01,4,200,190,-2.470000029,Central America,México,CLOSED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,1/6/15 5:04,Standard Class
CASH,2,1,33.20000076,331.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,8309,Morales,XXXXXXXXX,Corporate,PR,29 Golden Grove Ramp,725,3,Footwear,18.20601082,-66.37055206,LATAM,Toluca,México,8309,1/4/15 5:25,222,191,67.98999786,0.170000002,540,99.98999786,0.100000001,4,399.9599915,331.9700012,33.20000076,Central America,México,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/6/15 5:25,First Class
CASH,2,1,12.88000011,113.9800034,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,8309,Morales,XXXXXXXXX,Corporate,PR,29 Golden Grove Ramp,725,4,Apparel,18.20601082,-66.37055206,LATAM,Toluca,México,8309,1/4/15 5:25,222,365,6,0.050000001,541,59.99000168,0.109999999,2,119.9800034,113.9800034,12.88000011,Central America,México,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/6/15 5:25,First Class
TRANSFER,2,1,-71.08999634,96.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,9068,Smith,XXXXXXXXX,Home Office,PR,9660 Dewy Leaf Freeway,725,3,Footwear,18.25462341,-66.37055206,LATAM,Toluca,México,9068,1/4/15 5:46,223,191,3,0.029999999,543,99.98999786,-0.730000019,1,99.98999786,96.98999786,-71.08999634,Central America,México,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/6/15 5:46,First Class
TRANSFER,2,1,31.19000053,119.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,9068,Smith,XXXXXXXXX,Home Office,PR,9660 Dewy Leaf Freeway,725,5,Golf,18.25462341,-66.37055206,LATAM,Toluca,México,9068,1/4/15 5:46,223,627,0,0,545,39.99000168,0.25999999,3,119.9700012,119.9700012,31.19000053,Central America,México,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/6/15 5:46,First Class
TRANSFER,2,1,89.08999634,296.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,9068,Smith,XXXXXXXXX,Home Office,PR,9660 Dewy Leaf Freeway,725,4,Apparel,18.25462341,-66.37055206,LATAM,Toluca,México,9068,1/4/15 5:46,223,365,3,0.01,542,59.99000168,0.300000012,5,299.9500122,296.9500122,89.08999634,Central America,México,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/6/15 5:46,First Class
TRANSFER,2,1,31.54000092,165.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Mary,9068,Smith,XXXXXXXXX,Home Office,PR,9660 Dewy Leaf Freeway,725,7,Fan Shop,18.25462341,-66.37055206,LATAM,Toluca,México,9068,1/4/15 5:46,223,1073,34,0.170000002,546,199.9900055,0.189999998,1,199.9900055,165.9900055,31.54000092,Central America,México,PENDING,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/6/15 5:46,First Class
TRANSFER,2,1,-10.80000019,47.99000168,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,9068,Smith,XXXXXXXXX,Home Office,PR,9660 Dewy Leaf Freeway,725,4,Apparel,18.25462341,-66.37055206,LATAM,Toluca,México,9068,1/4/15 5:46,223,365,12,0.200000003,544,59.99000168,-0.230000004,1,59.99000168,47.99000168,-10.80000019,Central America,México,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/6/15 5:46,First Class
CASH,2,1,17.85000038,37.18999863,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Laura,11938,Smith,XXXXXXXXX,Consumer,PR,6049 Amber Deer Orchard,725,5,Golf,18.27540398,-66.37062073,LATAM,Toluca,México,11938,1/4/15 6:07,224,627,2.799999952,0.07,547,39.99000168,0.479999989,1,39.99000168,37.18999863,17.85000038,Central America,México,CLOSED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/6/15 6:07,First Class
DEBIT,2,1,-40.8199997,167.9900055,Late delivery,1,48,Water Sports,Webster,EE. UU.,XXXXXXXXX,Kyle,11275,Wheeler,XXXXXXXXX,Consumer,NY,8864 Harvest Chase,14580,7,Fan Shop,43.20886993,-77.45961762,LATAM,Toluca,México,11275,1/4/15 6:28,225,1073,32,0.159999996,548,199.9900055,-0.239999995,1,199.9900055,167.9900055,-40.8199997,Central America,México,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/6/15 6:28,First Class
DEBIT,2,1,-148.7400055,169.9900055,Late delivery,1,48,Water Sports,Webster,EE. UU.,XXXXXXXXX,Kyle,11275,Wheeler,XXXXXXXXX,Consumer,NY,8864 Harvest Chase,14580,7,Fan Shop,43.20886993,-77.45961762,LATAM,Toluca,México,11275,1/4/15 6:28,225,1073,30,0.150000006,549,199.9900055,-0.879999995,1,199.9900055,169.9900055,-148.7400055,Central America,México,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/6/15 6:28,First Class
DEBIT,2,1,-12.35000038,123.4899979,Late delivery,1,18,Men's Footwear,Webster,EE. UU.,XXXXXXXXX,Kyle,11275,Wheeler,XXXXXXXXX,Consumer,NY,8864 Harvest Chase,14580,4,Apparel,43.20886993,-77.45961762,LATAM,Toluca,México,11275,1/4/15 6:28,225,403,6.5,0.050000001,550,129.9900055,-0.100000001,1,129.9900055,123.4899979,-12.35000038,Central America,México,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/6/15 6:28,First Class
PAYMENT,2,1,22.5,299.9899902,Late delivery,1,45,Fishing,Phoenix,EE. UU.,XXXXXXXXX,Nancy,9356,Johnson,XXXXXXXXX,Corporate,AZ,1621 Quaking Oak Run,85033,7,Fan Shop,33.4926796,-112.2088623,LATAM,Toluca,México,9356,1/4/15 6:49,226,1004,100,0.25,551,399.980011,0.079999998,1,399.980011,299.9899902,22.5,Central America,México,PENDING_PAYMENT,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/6/15 6:49,First Class
PAYMENT,2,1,112.7799988,239.9600067,Late delivery,1,17,Cleats,Phoenix,EE. UU.,XXXXXXXXX,Nancy,9356,Johnson,XXXXXXXXX,Corporate,AZ,1621 Quaking Oak Run,85033,4,Apparel,33.4926796,-112.2088623,LATAM,Toluca,México,9356,1/4/15 6:49,226,365,0,0,553,59.99000168,0.469999999,4,239.9600067,239.9600067,112.7799988,Central America,México,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/6/15 6:49,First Class
PAYMENT,2,1,12.47000027,141.75,Late delivery,1,24,Women's Apparel,Phoenix,EE. UU.,XXXXXXXXX,Nancy,9356,Johnson,XXXXXXXXX,Corporate,AZ,1621 Quaking Oak Run,85033,5,Golf,33.4926796,-112.2088623,LATAM,Toluca,México,9356,1/4/15 6:49,226,502,8.25,0.059999999,554,50,0.090000004,3,150,141.75,12.47000027,Central America,México,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,1/6/15 6:49,First Class
PAYMENT,2,1,59.90000153,124.7900009,Late delivery,1,18,Men's Footwear,Phoenix,EE. UU.,XXXXXXXXX,Nancy,9356,Johnson,XXXXXXXXX,Corporate,AZ,1621 Quaking Oak Run,85033,4,Apparel,33.4926796,-112.2088623,LATAM,Toluca,México,9356,1/4/15 6:49,226,403,5.199999809,0.039999999,552,129.9900055,0.479999989,1,129.9900055,124.7900009,59.90000153,Central America,México,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/6/15 6:49,First Class
CASH,2,1,-4.369999886,335.9700012,Late delivery,1,9,Cardio Equipment,Quincy,EE. UU.,XXXXXXXXX,Mary,7410,Smith,XXXXXXXXX,Consumer,IL,8460 Blue Lane,62301,3,Footwear,39.93046951,-91.28094482,LATAM,Juárez,México,7410,1/4/15 7:10,227,191,63.99000168,0.159999996,555,99.98999786,-0.01,4,399.9599915,335.9700012,-4.369999886,Central America,Chihuahua,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/6/15 7:10,First Class
CASH,2,1,-20.51000023,91.16999817,Late delivery,1,37,Electronics,Quincy,EE. UU.,XXXXXXXXX,Mary,7410,Smith,XXXXXXXXX,Consumer,IL,8460 Blue Lane,62301,6,Outdoors,39.93046951,-91.28094482,LATAM,Juárez,México,7410,1/4/15 7:10,227,828,4.800000191,0.050000001,556,31.98999977,-0.230000004,3,95.97000122,91.16999817,-20.51000023,Central America,Chihuahua,CLOSED,,828,37,,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+San+Diego+Chargers...,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,0,1/6/15 7:10,First Class
DEBIT,2,1,21.37999916,59.38000107,Late delivery,1,44,Hunting & Shooting,Caguas,Puerto Rico,XXXXXXXXX,Debra,6070,Espinoza,XXXXXXXXX,Consumer,PR,3579 Bright Fox Villas,725,7,Fan Shop,18.21300125,-66.37055206,LATAM,San Salvador,El Salvador,6070,1/4/15 7:31,228,977,0.600000024,0.01,561,29.98999977,0.360000014,2,59.97999954,59.38000107,21.37999916,Central America,San Salvador,ON_HOLD,,977,44,,http://images.acmesports.sports/ENO+Atlas+Hammock+Straps,ENO Atlas Hammock Straps,29.98999977,0,1/6/15 7:31,First Class
DEBIT,2,1,31.86000061,84.97000122,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Debra,6070,Espinoza,XXXXXXXXX,Consumer,PR,3579 Bright Fox Villas,725,7,Fan Shop,18.21300125,-66.37055206,LATAM,San Salvador,El Salvador,6070,1/4/15 7:31,228,1014,14.98999977,0.150000006,560,49.97999954,0.379999995,2,99.95999908,84.97000122,31.86000061,Central America,San Salvador,ON_HOLD,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/6/15 7:31,First Class
DEBIT,2,1,-21.64999962,115.1800003,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Debra,6070,Espinoza,XXXXXXXXX,Consumer,PR,3579 Bright Fox Villas,725,4,Apparel,18.21300125,-66.37055206,LATAM,San Salvador,El Salvador,6070,1/4/15 7:31,228,365,4.800000191,0.039999999,557,59.99000168,-0.189999998,2,119.9800034,115.1800003,-21.64999962,Central America,San Salvador,ON_HOLD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/6/15 7:31,First Class
